"product_name","country","year","month","forecast_date","actual_sales","predicted_sales","total_quantity","num_transactions","lag_1","moving_avg_3","absolute_error","percentage_error","forecast_accuracy","model_rmse","model_mae","model_r2","model_type","created_at"
Abobozolid,GERMANY,2020,10,2020-10-01,73800.0,82693.39745259748,984,14,379350.0,217050.0,8893.397452597477,12.05067405501013,87.94932594498987,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abobozolid,GERMANY,2020,11,2020-11-01,458775.0,408125.1382950869,6117,24,73800.0,303975.0,50649.861704913084,11.040240140572848,88.95975985942715,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abobozolid,GERMANY,2020,12,2020-12-01,120300.0,111570.25475382376,1604,19,458775.0,217625.0,8729.745246176244,7.256646089922065,92.74335391007793,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abranatal Lysoprosate,GERMANY,2020,6,2020-06-01,1327269.0,1351270.1608579115,1949,18,1449168.0,1055550.0,24001.160857911455,1.8083117181152768,98.19168828188472,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abranatal Lysoprosate,GERMANY,2020,7,2020-07-01,940461.0,865748.700754556,1381,17,1327269.0,1238966.0,74712.29924544401,7.9442208922479525,92.05577910775204,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abranatal Lysoprosate,GERMANY,2020,8,2020-08-01,289425.0,298377.2481281949,425,13,940461.0,852385.0,8952.248128194886,3.093115013628707,96.9068849863713,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abranatal Lysoprosate,GERMANY,2020,9,2020-09-01,1154295.0,1213235.3763052823,1695,20,289425.0,794727.0,58940.37630528235,5.1061796425768415,94.89382035742315,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abranatal Lysoprosate,GERMANY,2020,10,2020-10-01,994260.0,887407.6891519816,1460,12,1154295.0,812660.0,106852.31084801839,10.746918396397158,89.25308160360285,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abranatal Lysoprosate,GERMANY,2020,11,2020-11-01,1317054.0,1337122.969690319,1934,21,994260.0,1155203.0,20068.969690318918,1.5237772855417406,98.47622271445826,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abranatal Lysoprosate,GERMANY,2020,12,2020-12-01,958167.0,865748.700754556,1407,13,1317054.0,1089827.0,92418.29924544401,9.645322709448772,90.35467729055124,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abtasol,GERMANY,2020,6,2020-06-01,821860.0,825683.1073512383,1090,17,2380378.0,1472310.6666666667,3823.1073512382573,0.4651774452143014,99.53482255478569,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abtasol,GERMANY,2020,7,2020-07-01,4975646.0,5120407.706108452,6599,14,821860.0,2725961.3333333335,144761.70610845182,2.9094052532766965,97.0905947467233,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abtasol,GERMANY,2020,8,2020-08-01,1738724.0,1710819.1596949461,2306,23,4975646.0,2512076.6666666665,27904.84030505386,1.6049033834613118,98.3950966165387,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abtasol,GERMANY,2020,9,2020-09-01,1305174.0,1326499.4514497344,1731,15,1738724.0,2673181.3333333335,21325.45144973439,1.6339163551935902,98.36608364480641,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abtasol,GERMANY,2020,10,2020-10-01,2194894.0,2164298.765345475,2911,11,1305174.0,1746264.0,30595.23465452483,1.3939276636832953,98.60607233631671,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abtasol,GERMANY,2020,11,2020-11-01,1187550.0,1170984.86094998,1575,23,2194894.0,1562539.3333333333,16565.139050019905,1.3949003452502973,98.60509965474971,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Abtasol,GERMANY,2020,12,2020-12-01,4656704.0,5236944.374611821,6176,22,1187550.0,2679716.0,580240.374611821,12.460323323359635,87.53967667664037,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acantaine,GERMANY,2020,6,2020-06-01,109758.0,98348.36899830072,1663,26,136620.0,218328.0,11409.63100169928,10.395261394795167,89.60473860520483,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acantaine,GERMANY,2020,7,2020-07-01,30690.0,35629.76743569427,465,19,109758.0,92356.0,4939.767435694273,16.095690569222135,83.90430943077787,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acantaine,GERMANY,2020,8,2020-08-01,93390.0,92054.96472907969,1415,13,30690.0,77946.0,1335.0352709203144,1.4295270060181116,98.57047299398188,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acantaine,GERMANY,2020,9,2020-09-01,98142.0,92549.60915950456,1487,25,93390.0,74074.0,5592.390840495442,5.698264596702169,94.30173540329783,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acantaine,GERMANY,2020,10,2020-10-01,77814.0,67037.12924534452,1179,12,98142.0,89782.0,10776.87075465548,13.849526762093555,86.15047323790644,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acantaine,GERMANY,2020,11,2020-11-01,292578.0,287896.99916837027,4433,24,77814.0,156178.0,4681.000831629732,1.5999155205209317,98.40008447947906,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acantaine,GERMANY,2020,12,2020-12-01,152856.0,224868.61621882275,2316,18,292578.0,174416.0,72012.61621882275,47.11140957425469,52.88859042574532,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acelimus,GERMANY,2020,6,2020-06-01,4064208.0,4140460.456047629,5448,25,1221948.0,2128835.3333333335,76252.456047629,1.8761947234892753,98.12380527651072,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acelimus,GERMANY,2020,7,2020-07-01,1524824.0,1506287.524073814,2044,18,4064208.0,2270326.6666666665,18536.475926185958,1.2156469157218117,98.78435308427818,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acelimus,GERMANY,2020,8,2020-08-01,1436050.0,1478998.2536769556,1925,28,1524824.0,2341694.0,42948.25367695559,2.9907213312179652,97.00927866878204,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acelimus,GERMANY,2020,9,2020-09-01,904898.0,886104.2973913032,1213,16,1436050.0,1288590.6666666667,18793.702608696767,2.0768863019585377,97.92311369804146,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acelimus,GERMANY,2020,10,2020-10-01,687066.0,714658.6232570508,921,19,904898.0,1009338.0,27592.623257050756,4.016007669867343,95.98399233013266,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acelimus,GERMANY,2020,11,2020-11-01,1220456.0,1182652.9874272253,1636,19,687066.0,937473.3333333334,37803.01257277466,3.0974498525776153,96.90255014742239,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acelimus,GERMANY,2020,12,2020-12-01,538612.0,542768.2671377208,722,14,1220456.0,815378.0,4156.267137720832,0.7716625581533333,99.22833744184668,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aciprex,GERMANY,2020,6,2020-06-01,1730731.0,1561657.1948569582,4111,16,595294.0,893362.0,169073.80514304177,9.768924526286394,90.2310754737136,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aciprex,GERMANY,2020,7,2020-07-01,2472954.0,2333658.9552223883,5874,14,1730731.0,1599659.6666666667,139295.04477761174,5.632739014862862,94.36726098513714,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aciprex,GERMANY,2020,8,2020-08-01,598662.0,550759.0476651557,1422,24,2472954.0,1600782.3333333333,47902.952334844274,8.001669111258819,91.99833088874118,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aciprex,GERMANY,2020,9,2020-09-01,708543.0,684399.1019112436,1683,25,598662.0,1260053.0,24143.898088756367,3.4075416860735857,96.59245831392641,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aciprex,GERMANY,2020,10,2020-10-01,199975.0,217428.4858261439,475,15,708543.0,502393.3333333333,17453.485826143908,8.727833892308492,91.2721661076915,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aciprex,GERMANY,2020,11,2020-11-01,889994.0,916143.5914122409,2114,20,199975.0,599504.0,26149.591412240872,2.9381761463831073,97.06182385361689,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aciprex,GERMANY,2020,12,2020-12-01,775061.0,814426.7673245387,1841,17,889994.0,621676.6666666666,39365.76732453867,5.079054077619525,94.92094592238047,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aclonuma,GERMANY,2020,6,2020-06-01,882114.0,857594.3490525708,1861,23,1576050.0,1349004.0,24519.65094742924,2.779646502314807,97.2203534976852,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aclonuma,GERMANY,2020,7,2020-07-01,907236.0,860740.5673578617,1914,19,882114.0,1121800.0,46495.43264213833,5.124954547894741,94.87504545210525,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aclonuma,GERMANY,2020,8,2020-08-01,1908798.0,1919399.288478508,4027,18,907236.0,1232716.0,10601.288478507893,0.5553907997864569,99.44460920021353,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aclonuma,GERMANY,2020,9,2020-09-01,367824.0,373825.9324406286,776,15,1908798.0,1061286.0,6001.932440628589,1.63174029987945,98.36825970012055,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aclonuma,GERMANY,2020,10,2020-10-01,269232.0,302805.90020411083,568,11,367824.0,848618.0,33573.90020411083,12.47024878324673,87.52975121675327,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aclonuma,GERMANY,2020,11,2020-11-01,818124.0,854395.650678407,1726,23,269232.0,485060.0,36271.65067840705,4.4335150513133765,95.56648494868662,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Aclonuma,GERMANY,2020,12,2020-12-01,1227660.0,1237542.417468285,2590,25,818124.0,771672.0,9882.417468284955,0.8049800000232112,99.19501999997678,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acubulin,GERMANY,2020,6,2020-06-01,1812020.0,1951806.4364663456,3698,21,750190.0,1001723.3333333334,139786.43646634556,7.71439810081266,92.28560189918734,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acubulin,GERMANY,2020,7,2020-07-01,852600.0,847881.7606822777,1740,15,1812020.0,1138270.0,4718.239317722269,0.5533942432233485,99.44660575677665,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acubulin,GERMANY,2020,8,2020-08-01,1040760.0,992678.8944807311,2124,20,852600.0,1235126.6666666667,48081.105519268895,4.619807210045438,95.38019278995456,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acubulin,GERMANY,2020,9,2020-09-01,1401400.0,1412067.6114975607,2860,21,1040760.0,1098253.3333333333,10667.611497560749,0.7612110387869807,99.23878896121302,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acubulin,GERMANY,2020,10,2020-10-01,348390.0,358711.82354750973,711,22,1401400.0,930183.3333333334,10321.823547509732,2.9627209585549905,97.03727904144502,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acubulin,GERMANY,2020,11,2020-11-01,583590.0,605601.7631229816,1191,23,348390.0,777793.3333333334,22011.763122981647,3.77178552116754,96.22821447883247,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acubulin,GERMANY,2020,12,2020-12-01,3141880.0,3111244.08897685,6412,24,583590.0,1357953.3333333333,30635.911023150198,0.9750821490047422,99.02491785099525,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycnafine Microvate,GERMANY,2020,6,2020-06-01,2984030.0,2899181.692976721,4535,11,2037826.0,2301903.3333333335,84848.3070232789,2.8434133377773985,97.1565866622226,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycnafine Microvate,GERMANY,2020,7,2020-07-01,4527698.0,4521167.657255403,6881,18,2984030.0,3183184.6666666665,6530.342744597234,0.14423097001163138,99.85576902998837,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycnafine Microvate,GERMANY,2020,8,2020-08-01,1052800.0,1076195.695478784,1600,17,4527698.0,2854842.6666666665,23395.69547878392,2.222235512802424,97.77776448719757,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycnafine Microvate,GERMANY,2020,9,2020-09-01,1681848.0,1632610.34285407,2556,26,1052800.0,2420782.0,49237.65714592999,2.927592573522101,97.07240742647791,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycnafine Microvate,GERMANY,2020,10,2020-10-01,2189166.0,2300202.275059717,3327,10,1681848.0,1641271.3333333333,111036.27505971678,5.0720811057597635,94.92791889424024,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycnafine Microvate,GERMANY,2020,11,2020-11-01,20445376,15510345.639509425,31072,20,2189166.0,8105463.333333333,4935030.360490575,24.13763562230685,75.86236437769315,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycnafine Microvate,GERMANY,2020,12,2020-12-01,2152318.0,2284754.078071222,3271,13,20445376,8262286.666666667,132436.07807122217,6.153183594209692,93.8468164057903,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycpex,GERMANY,2020,6,2020-06-01,1431060.0,1436384.7629620994,2806,24,362610.0,744430.0,5324.762962099398,0.3720852348678181,99.62791476513219,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycpex,GERMANY,2020,7,2020-07-01,283560.0,318683.15220038826,556,13,1431060.0,692410.0,35123.15220038826,12.386497460991768,87.61350253900824,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycpex,GERMANY,2020,8,2020-08-01,967980.0,940917.4282803746,1898,20,283560.0,894200.0,27062.571719625383,2.7957779829774774,97.20422201702252,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycpex,GERMANY,2020,9,2020-09-01,1695240.0,1958515.2127666096,3324,20,967980.0,982260.0,263275.2127666096,15.530261955039382,84.46973804496062,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycpex,GERMANY,2020,10,2020-10-01,96900.0,101073.22270187172,190,15,1695240.0,920040.0,4173.222701871724,4.3067313744806235,95.69326862551938,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycpex,GERMANY,2020,11,2020-11-01,361080.0,390131.81185534585,708,17,96900.0,717740.0,29051.811855345848,8.04581030667604,91.95418969332397,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Acycpex,GERMANY,2020,12,2020-12-01,919020.0,873628.9466689057,1802,15,361080.0,459000.0,45391.05333109433,4.939071329361094,95.06092867063892,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adalatamine,GERMANY,2020,6,2020-06-01,937714.0,908209.2710877971,1181,19,1679310.0,929774.0,29504.728912202874,3.1464528536635767,96.85354714633642,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adalatamine,GERMANY,2020,7,2020-07-01,682840.0,622392.1260447615,860,15,937714.0,1099954.6666666667,60447.873955238494,8.852421351303159,91.14757864869684,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adalatamine,GERMANY,2020,8,2020-08-01,574062.0,575685.6688972485,723,18,682840.0,731538.6666666666,1623.6688972484553,0.2828385953518009,99.71716140464821,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adalatamine,GERMANY,2020,9,2020-09-01,1084604.0,1054132.800640004,1366,18,574062.0,780502.0,30471.19935999601,2.8094308484936446,97.19056915150635,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adalatamine,GERMANY,2020,10,2020-10-01,121482.0,168852.2041340667,153,9,1084604.0,593382.6666666666,47370.204134066706,38.99359916207068,61.00640083792932,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adalatamine,GERMANY,2020,11,2020-11-01,3239520.0,3015798.8607489564,4080,20,121482.0,1481868.6666666667,223721.13925104355,6.905996544273335,93.09400345572666,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adalatamine,GERMANY,2020,12,2020-12-01,1380766.0,1305264.2439188554,1739,23,3239520.0,1580589.3333333333,75501.75608114456,5.468106549635823,94.53189345036418,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adideine,GERMANY,2020,6,2020-06-01,730884.0,708159.2411058183,1078,21,1333626.0,1265148.0,22724.758894181694,3.109215538195075,96.89078446180493,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adideine,GERMANY,2020,7,2020-07-01,562740.0,514427.3695056455,830,13,730884.0,875750.0,48312.630494354526,8.585249048291312,91.41475095170868,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adideine,GERMANY,2020,8,2020-08-01,160686.0,178090.0092117727,237,14,562740.0,484770.0,17404.009211772704,10.831067555214956,89.16893244478504,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adideine,GERMANY,2020,9,2020-09-01,1734324.0,1816806.5076247593,2558,19,160686.0,819250.0,82482.50762475934,4.755888036189279,95.24411196381072,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adideine,GERMANY,2020,10,2020-10-01,1094292.0,1155416.4250185136,1614,13,1734324.0,996434.0,61124.425018513575,5.58575087988522,94.41424912011477,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adideine,GERMANY,2020,11,2020-11-01,682746.0,667898.662811658,1007,25,1094292.0,1170454.0,14847.337188342004,2.1746501903111852,97.82534980968882,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adideine,GERMANY,2020,12,2020-12-01,1322100.0,1345904.4353676906,1950,13,682746.0,1033046.0,23804.435367690632,1.8005018809235787,98.19949811907642,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adrecetam Barazoxane,GERMANY,2020,6,2020-06-01,12720.0,16465.86752338423,530,13,119304.0,53720.0,3745.8675233842296,29.448644051762813,70.55135594823719,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adrecetam Barazoxane,GERMANY,2020,7,2020-07-01,61536.0,94548.04402054987,2564,29,12720.0,64520.0,33012.044020549874,53.64671740208963,46.35328259791037,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adrecetam Barazoxane,GERMANY,2020,8,2020-08-01,47592.0,61230.51582194551,1983,21,61536.0,40616.0,13638.515821945512,28.657160493245737,71.34283950675426,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adrecetam Barazoxane,GERMANY,2020,9,2020-09-01,34224.0,34231.88740820603,1426,22,47592.0,47784.0,7.88740820602834,0.023046424164411935,99.9769535758356,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adrecetam Barazoxane,GERMANY,2020,10,2020-10-01,14664.0,12324.605349285437,611,14,34224.0,32160.0,2339.394650714563,15.953318676449557,84.04668132355044,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adrecetam Barazoxane,GERMANY,2020,11,2020-11-01,81264.0,119719.69462762341,3386,28,14664.0,43384.0,38455.69462762341,47.32193176267893,52.678068237321064,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adrecetam Barazoxane,GERMANY,2020,12,2020-12-01,36552.0,34726.5318386309,1523,19,81264.0,44160.0,1825.468161369099,4.994167655310514,95.0058323446895,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adriacaine,GERMANY,2020,6,2020-06-01,371830.0,283554.0901403533,1030,21,443308.0,299148.6666666667,88275.9098596467,23.740932646544575,76.25906735345542,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
Adriacaine,GERMANY,2020,7,2020-07-01,455582.0,429278.9848356614,1262,18,371830.0,423573.3333333333,26303.015164338576,5.77349745256366,94.22650254743634,738706.6245744502,95850.61697300697,0.8626534961185066,GBTRegressor,2026-02-15 09:12:36.393
